image_id;feature;type
1980;[0.1515645682811737, -0.007972702383995056, 0.112493596971035, -0.01423441618680954, 0.11486462503671646, 0.26572680473327637, 0.05049469321966171, -0.11862460523843765, 0.26860129833221436, -0.0497368648648262, 0.1539003849029541, -0.3415573239326477, -0.15508407354354858, -0.008058367297053337, -0.09777550399303436, -0.33994296193122864, -0.19340850412845612, 0.1608082354068756, 0.10376725345849991, -0.17547686398029327, 0.293659508228302, -0.24654029309749603, 0.03029811382293701, 0.24929937720298767, -0.3289511203765869, 0.004002280533313751, 0.3393222987651825, 0.013759665191173553, -0.3114587366580963, 0.1473541408777237, -0.33278337121009827, 0.4750797748565674, 0.025529664009809494, -0.2526845633983612, 0.10438023507595062, 0.05094468221068382, 0.2610052227973938, -0.2490542083978653, 0.17768555879592896, 0.03780420497059822, 0.0849461555480957, 0.07337141782045364, 0.10520896315574646, 0.1747659146785736, 0.08090507239103317, -0.3216421604156494, -0.19115865230560303, -0.1777113378047943, -0.25557488203048706, 0.1937616467475891, 0.009017366915941238, -0.12256789207458496, 0.3431621789932251, 0.13834209740161896, -0.22687751054763794, -0.08854061365127563, 0.034195397049188614, -0.2678888440132141, -0.1256379932165146, -0.279494047164917, 0.17008177936077118, -0.33204570412635803, 0.15859505534172058, -0.0042518675327301025];0
1981;[0.032279498875141144, -0.45704180002212524, -0.0772208571434021, 0.003221549093723297, 0.008391551673412323, -0.0014716610312461853, 0.2718300223350525, -0.33821770548820496, -0.16038325428962708, -0.3486940860748291, 0.39337030053138733, -0.03899034857749939, 0.20282180607318878, -0.23353837430477142, -0.055453110486269, 0.3211718201637268, 0.02560283988714218, -0.09314113855361938, 0.04794176667928696, 0.34385883808135986, 0.17334431409835815, 0.27092912793159485, -0.02559646964073181, -0.27538639307022095, 0.1876603215932846, -0.14216569066047668, 0.04146751016378403, -0.1666746288537979, 0.12787845730781555, -0.2355271279811859, -0.03595820441842079, 0.07967717945575714, 0.06524845957756042, 0.2611251175403595, -0.05696621909737587, 0.3662707805633545, -0.25301969051361084, 0.7233046889305115, -0.23904691636562347, -0.25552529096603394, 0.023740042001008987, -0.12951982021331787, -0.12262867391109467, -0.005884543061256409, -0.3198610544204712, 0.4433487057685852, 0.3809603452682495, 0.16082146763801575, 0.17134203016757965, 0.2294454574584961, 0.07141338288784027, 0.23016037046909332, -0.5750012397766113, -0.12448392808437347, -0.22169388830661774, 0.20716556906700134, 0.09946052730083466, 0.3388881981372833, 0.2854647636413574, -0.0075422897934913635, -0.27367180585861206, -0.004524208605289459, -0.37169212102890015, 0.06563211977481842];2
1984;[-0.08498107641935349, -0.07298964262008667, 0.14028988778591156, -0.09010734409093857, -0.032249629497528076, 0.10872256010770798, 0.19144105911254883, -0.16678465902805328, 0.07761652022600174, -0.1745588630437851, 0.26941895484924316, -0.19152067601680756, 0.1406213492155075, -0.06958082318305969, -0.0053189657628536224, -0.24826008081436157, -0.015808194875717163, 0.07679007202386856, -0.0695381686091423, -0.05919751524925232, 0.19199155271053314, -0.05180295929312706, 0.12822799384593964, 0.1456504464149475, -0.10167649388313293, -0.062443807721138, 0.19072994589805603, -0.11421020328998566, -0.08458539843559265, -0.10309237241744995, -0.08887988328933716, 0.268602192401886, 0.028211109340190887, -0.1375168263912201, -0.010512959212064743, 0.12342105060815811, 0.16086523234844208, 0.08807803690433502, 0.08853679895401001, -0.04666753113269806, 0.10123451054096222, -0.0947168841958046, -0.019176200032234192, 0.03758362680673599, 0.03199199587106705, -0.1553371548652649, -0.13663849234580994, 0.1205039918422699, 0.037799589335918427, 0.12648053467273712, -0.09288132190704346, 0.022585272789001465, 0.05220838636159897, 0.06963147968053818, -0.06445831060409546, 0.08712714910507202, 0.0528196282684803, -0.1283426433801651, -0.033969536423683167, -0.1846412867307663, 0.03273198381066322, -0.18353593349456787, -0.3066376745700836, 0.03443654626607895];2
1986;[-0.1397992968559265, -0.4019281268119812, -0.09786218404769897, 0.15302294492721558, 0.08507610112428665, -0.25289615988731384, 0.11569656431674957, -0.23904196918010712, 0.01626739650964737, -0.45785292983055115, 0.41632482409477234, -0.08644665777683258, 0.4933224320411682, -0.3571484386920929, -0.07282161712646484, 0.030369065701961517, 0.03118036687374115, 0.06163054704666138, -0.015102384611964226, 0.19061285257339478, -0.12331234663724899, 0.23274821043014526, -0.12301874160766602, 0.07507694512605667, 0.40546008944511414, 0.00950961746275425, 0.008626982569694519, -0.09300826489925385, 0.023193687200546265, -0.2472374439239502, 0.08322294056415558, -0.011804051697254181, -0.014309383928775787, 0.013589806854724884, -0.041567474603652954, 0.2754773199558258, -0.019827183336019516, 0.3219974935054779, 0.10893070697784424, -0.2676147222518921, -0.13548846542835236, -0.30943015217781067, -0.08743910491466522, 0.09139134734869003, -0.1606869101524353, 0.21480777859687805, 0.09832440316677094, 0.24271318316459656, 0.25575485825538635, 0.3065806031227112, -0.09521757811307907, 0.3296351432800293, -0.1597292721271515, -0.25030434131622314, 0.1700183004140854, 0.07207439839839935, 0.07553145289421082, 0.15231336653232574, 0.2098402976989746, -0.131320983171463, -0.3505783975124359, 0.03407210111618042, -0.4771510660648346, 0.273380309343338];2
1994;[-0.3355216383934021, -0.4360664486885071, -0.0635865330696106, -0.03655780106782913, -0.030161701142787933, -0.21957316994667053, 0.3470368981361389, -0.3275000751018524, -0.1708153337240219, -0.5759978294372559, 0.45090940594673157, -0.03183400630950928, 0.31125277280807495, -0.3665335178375244, 0.03126002848148346, 0.042979322373867035, -0.009949520230293274, 0.11519265919923782, -0.2061065137386322, 0.09164823591709137, -0.14344966411590576, 0.4276091754436493, -0.1910853385925293, -0.12789267301559448, 0.5160555243492126, -0.1320798695087433, -0.027064792811870575, -0.20075348019599915, 0.13145709037780762, -0.3068253993988037, 0.06737850606441498, -0.13515402376651764, -0.028527840971946716, 0.06870341300964355, -0.22031867504119873, 0.2959889769554138, -0.3246375620365143, 0.5485348105430603, -0.008231699466705322, -0.14724795520305634, -0.13769231736660004, -0.38982391357421875, -0.20396114885807037, -0.06085725873708725, -0.005567632615566254, 0.30806446075439453, 0.13458187878131866, 0.633984386920929, 0.46373844146728516, 0.1758834719657898, -0.15398335456848145, 0.4207378625869751, -0.3232085108757019, -0.2996765375137329, 0.06806696951389313, 0.03054792806506157, 0.06618117541074753, 0.3811572194099426, 0.12307039648294449, -0.12969547510147095, -0.44535472989082336, 0.22878438234329224, -0.6085380911827087, 0.29313576221466064];2
1996;[-0.05487411469221115, -0.07570183277130127, 0.1426536738872528, -0.08586365729570389, 0.02665375918149948, 0.16089121997356415, 0.18451416492462158, -0.1712620109319687, 0.07683423161506653, -0.1568237543106079, 0.2294972538948059, -0.17597316205501556, 0.006202250719070435, -0.1494915783405304, 0.03051532804965973, -0.2518567442893982, -0.056564122438430786, 0.0964115783572197, -0.020589469000697136, -0.014789588749408722, 0.14426425099372864, -0.0231771357357502, 0.054851025342941284, 0.2028944343328476, -0.10932737588882446, -0.06847688555717468, 0.2059040069580078, -0.10185782611370087, -0.11456860601902008, -0.09043504297733307, -0.1007632166147232, 0.27568936347961426, 0.03461296856403351, -0.14609569311141968, -0.008024077862501144, 0.0516713410615921, 0.11227895319461823, 0.028830494731664658, 0.13174483180046082, -0.029825210571289062, 0.07465554773807526, -0.057491056621074677, 0.07745876908302307, -0.0015939176082611084, 0.05025552213191986, -0.16063004732131958, -0.18481282889842987, -0.0025113821029663086, 0.025334680452942848, 0.11078904569149017, -0.0630345568060875, 0.050866223871707916, 0.0791308730840683, 0.09364631026983261, -0.09814789891242981, 0.04909797012805939, 0.007264111191034317, -0.09073609113693237, -0.04188062995672226, -0.2073969542980194, 0.005927514284849167, -0.1158803403377533, -0.21579328179359436, 0.07835718989372253];2
2001;[-0.28212907910346985, -0.35089346766471863, 0.03442494571208954, -0.057498782873153687, 0.09762468189001083, -0.17329245805740356, 0.283595472574234, -0.24725009500980377, 0.00860489159822464, -0.17829078435897827, 0.21440717577934265, -0.04180384427309036, 0.1870202273130417, -0.18826042115688324, 0.026296913623809814, 0.08997853845357895, -0.05108484998345375, 0.0741596445441246, -0.008399778977036476, 0.06469836831092834, -0.06988056749105453, 0.399045467376709, -0.15119323134422302, -0.055216796696186066, 0.05704781413078308, -0.013203609734773636, -0.023554407060146332, -0.23049642145633698, -0.01720084249973297, -0.16593913733959198, 0.11954784393310547, -0.05614914000034332, -0.170065239071846, 0.03769771754741669, -0.017094723880290985, 0.18716959655284882, -0.0893310084939003, 0.3368619680404663, -0.07962147891521454, -0.24961601197719574, -0.024306178092956543, -0.19982558488845825, -0.08210943639278412, -0.10131402313709259, -0.14978483319282532, 0.1287919580936432, 0.021655075252056122, 0.16057024896144867, 0.26315149664878845, 0.14800527691841125, -6.332620978355408e-05, 0.3034432530403137, -0.17870652675628662, -0.17634908854961395, 0.004426527768373489, 0.07987944036722183, 0.1493033766746521, 0.3763141632080078, 0.00916454941034317, -0.08655325323343277, -0.1991574466228485, 0.0029525384306907654, -0.4779321551322937, 0.0389467291533947];2
2017;[-0.11060051620006561, -0.12219992280006409, 0.035572923719882965, -0.11199943721294403, 0.022677116096019745, 0.046916551887989044, 0.18056173622608185, -0.3190050721168518, 0.15274958312511444, -0.23221665620803833, 0.28822121024131775, -0.20746031403541565, 0.11172886192798615, -0.1283169984817505, -0.02787845954298973, -0.24612024426460266, -0.06694081425666809, 0.17265667021274567, -0.04904557019472122, -0.05416695773601532, 0.1320638805627823, -0.07110876590013504, -0.054315418004989624, 0.1376436948776245, -0.0067650917917490005, -0.05384739488363266, 0.17530719935894012, -0.06840281188488007, -0.13913734257221222, -0.11406815052032471, -0.10720194876194, 0.2836345434188843, 0.08006168901920319, -0.08066001534461975, 0.004110570996999741, 0.1485089212656021, 0.14327524602413177, 0.13047072291374207, 0.05801719054579735, -0.07019268721342087, -0.026981674134731293, -0.16953182220458984, -0.031086355447769165, 0.05584900826215744, -0.050106510519981384, -0.11528979986906052, -0.0948992595076561, 0.12791799008846283, 0.019605470821261406, 0.213476300239563, -0.16696219146251678, -0.03032785654067993, 0.05300596356391907, 0.03526926785707474, -0.07904493063688278, 0.08493828773498535, 0.1070643812417984, -0.021088499575853348, 0.030979551374912262, -0.1509668529033661, -0.047164689749479294, -0.06721847504377365, -0.25946754217147827, 0.2086273729801178];2
2022;[-0.046662457287311554, 0.042612552642822266, 0.033348485827445984, -0.16225719451904297, -0.04058365523815155, 0.12040840089321136, 0.23652836680412292, -0.24463167786598206, 0.03232835978269577, -0.2647494375705719, 0.047557979822158813, -0.3789221942424774, 0.33734822273254395, 0.05869182199239731, -0.035561203956604004, -0.25703004002571106, -0.05760028213262558, 0.01703997142612934, -0.07465134561061859, -0.10531172156333923, -0.15247714519500732, 0.07306814938783646, -0.004010021686553955, 0.12000885605812073, -0.004801781848073006, -0.05290807783603668, 0.05467980355024338, -0.207493394613266, 0.040506020188331604, -0.09029334783554077, -0.048806507140398026, 0.011842593550682068, 0.10407961159944534, -0.012727521359920502, 0.02745601162314415, 0.02005661278963089, -0.11514556407928467, 0.13177289068698883, 0.10521845519542694, -0.13269616663455963, 0.052496835589408875, -0.14265386760234833, 0.003843165934085846, 0.027359984815120697, -0.07900583744049072, -0.22482073307037354, -0.16203874349594116, 0.14811024069786072, -0.044375352561473846, 0.13570921123027802, -0.0686347484588623, 0.0509551465511322, -0.009604193270206451, -0.09715123474597931, -0.1195695549249649, 0.04470432177186012, -0.05946473404765129, 0.04691069945693016, 0.039216332137584686, -0.1705361008644104, -0.22084741294384003, -0.25614872574806213, -0.38567736744880676, 0.0521320141851902];2
2025;[-0.19520169496536255, -0.25332891941070557, -0.0760718286037445, -0.011821150779724121, 0.0881955698132515, -0.050075463950634, 0.2882167100906372, -0.24688346683979034, 0.06104855239391327, -0.2614816725254059, 0.2281932830810547, -0.04244928061962128, 0.293429970741272, -0.20656146109104156, -0.008364953100681305, -0.1303366720676422, -0.20641273260116577, 0.17481541633605957, -0.020480992272496223, 0.03480665385723114, 0.0817347913980484, 0.23868681490421295, -0.03445887565612793, -0.05299239605665207, 0.20947052538394928, 0.033509574830532074, 0.03174334019422531, -0.14713795483112335, -0.12727129459381104, -0.10006479918956757, 0.037807535380125046, 0.08148311823606491, 0.08636519312858582, 0.03909473866224289, -0.14065949618816376, 0.2063416689634323, -0.02342839166522026, 0.23863421380519867, 0.04427985101938248, -0.11456023156642914, -0.10180369019508362, -0.28641456365585327, 0.037956807762384415, -0.012329868972301483, 0.06480307132005692, 0.12280603498220444, -0.04449598491191864, 0.16268636286258698, 0.19094808399677277, 0.22282332181930542, -0.024417614564299583, 0.18806400895118713, -0.0806623175740242, -0.171587273478508, -0.0343141108751297, 0.1420145034790039, 0.0683680847287178, 0.15680254995822906, 0.1007966622710228, -0.07748513668775558, -0.1398751139640808, -0.0009634345769882202, -0.3965807557106018, 0.1204257607460022];2
2032;[-0.1670452058315277, -0.3304419219493866, 0.028206877410411835, 0.10825520008802414, 0.07477249950170517, -0.153682678937912, 0.35609087347984314, -0.3607538640499115, -0.012668855488300323, -0.40780001878738403, 0.4901299476623535, -0.12610773742198944, 0.47020280361175537, -0.29577532410621643, 0.006505399942398071, 0.21582791209220886, 0.026378080248832703, 0.05714951455593109, -0.05701223760843277, 0.17592942714691162, -0.08664720505475998, 0.23742049932479858, -0.10504044592380524, 0.036865293979644775, 0.3320358991622925, -0.030979832634329796, -0.06720975786447525, -0.053731855005025864, 0.10990741848945618, -0.1761995255947113, 0.03509939834475517, 0.04235444217920303, -0.06782245635986328, 0.08373761177062988, -0.03217965364456177, 0.24432779848575592, -0.034174054861068726, 0.38298964500427246, 0.12078174203634262, -0.19259124994277954, -0.09099617600440979, -0.28017154335975647, -0.13650701940059662, 0.16148200631141663, -0.1893678605556488, 0.19021224975585938, 0.11395697295665741, 0.23883262276649475, 0.28485727310180664, 0.16299575567245483, -0.08292414993047714, 0.3783144950866699, -0.1427621841430664, -0.2890726327896118, -0.06799019128084183, 0.07964044064283371, 0.11360475420951843, 0.22831717133522034, 0.15939342975616455, -0.004580743610858917, -0.36560824513435364, 0.03984580188989639, -0.47541430592536926, 0.17074273526668549];2
2045;[-0.009163081645965576, -0.08035203814506531, 0.10454751551151276, -0.06937292218208313, 0.030485250055789948, 0.11494515091180801, 0.114047110080719, -0.2178759127855301, 0.1334797739982605, -0.13784992694854736, 0.2564259171485901, -0.2694150507450104, 0.08536994457244873, -0.08823856711387634, -0.0019005835056304932, -0.3229287564754486, 0.004412204027175903, 0.09772814065217972, 0.0020329002290964127, -0.0834498256444931, 0.05678454414010048, -0.10891879349946976, 0.04597499966621399, 0.24257534742355347, -0.1569014936685562, -0.038067206740379333, 0.22785969078540802, -0.09059904515743256, -0.1663818210363388, -0.07988867163658142, -0.049526214599609375, 0.2499590814113617, 0.017208237200975418, -0.16797202825546265, 0.10454407334327698, -0.03785591199994087, 0.1580568104982376, 0.0673075020313263, 0.1391495168209076, -0.07305510342121124, 0.01940280944108963, -0.030017592012882233, 0.03388317674398422, 0.06368497759103775, -0.026889469474554062, -0.16849267482757568, -0.24282534420490265, -0.012047238647937775, -0.16436277329921722, 0.054002951830625534, -0.13889925181865692, -0.02316361665725708, 0.11625199019908905, 0.14506377279758453, -0.042227745056152344, 0.005611635744571686, 0.06277985870838165, -0.10980461537837982, 0.021208055317401886, -0.1861649453639984, -0.11180981993675232, -0.20698818564414978, -0.13320055603981018, 0.06883806735277176];0
2051;[-0.07020420581102371, -0.2971009910106659, -0.03708132356405258, 0.06455641239881516, 0.09954651445150375, -0.15278226137161255, 0.13322579860687256, -0.18051563203334808, 0.007063016295433044, -0.36184900999069214, 0.32115116715431213, -0.0945628210902214, 0.266282856464386, -0.26065394282341003, -0.0388277992606163, 0.08388019353151321, -0.10871049761772156, 0.089401476085186, 0.14008013904094696, 0.18494868278503418, -0.04300179332494736, 0.10914676636457443, -0.04701030254364014, 0.14888671040534973, 0.24764268100261688, 0.029321251437067986, -0.020210467278957367, -0.13330551981925964, 0.008510634303092957, -0.2154918909072876, -0.035819362848997116, 0.08924773335456848, 0.06279020756483078, 0.12268564105033875, -0.162103071808815, 0.08439431339502335, 0.004323001950979233, 0.258341521024704, 0.06580889225006104, -0.162932351231575, 0.0046671852469444275, -0.16333304345607758, -0.0657399445772171, -0.05916566029191017, -0.1893785148859024, 0.09883750230073929, 0.14411018788814545, 0.09720848500728607, 0.1254827082157135, 0.2513543963432312, -0.05382217839360237, 0.277665376663208, -0.07639337331056595, -0.07270088791847229, -0.12734249234199524, 0.063010573387146, 0.08684448897838593, 0.23555240035057068, 0.11270660907030106, -0.14073581993579865, -0.21370664238929749, 0.03675731271505356, -0.38065651059150696, 0.07967908680438995];2
2052;[-0.197992742061615, -0.4457687735557556, -0.07047095894813538, 0.11782195419073105, 0.23576131463050842, -0.21081998944282532, 0.26517459750175476, -0.3965589106082916, -0.08611549437046051, -0.515209972858429, 0.4076618552207947, -0.01236308366060257, 0.44477981328964233, -0.4736897349357605, -0.025588050484657288, 0.26839640736579895, 0.04073815047740936, 0.10857183486223221, -0.01366528868675232, 0.16026978194713593, -0.15795418620109558, 0.4702718257904053, -0.3303866982460022, -0.11229697614908218, 0.2682263255119324, -0.28854432702064514, -0.13986808061599731, -0.28158578276634216, 0.08068855106830597, -0.29158487915992737, 0.07488131523132324, -0.2655443549156189, -0.18278305232524872, 0.07631108164787292, -0.11297842860221863, 0.2455357313156128, -0.24056339263916016, 0.5044024586677551, -0.03533429652452469, -0.3413952589035034, -0.0575689971446991, -0.29093581438064575, -0.22104917466640472, -0.04441466182470322, -0.08175739645957947, 0.21692436933517456, 0.10391533374786377, 0.3677670955657959, 0.38483890891075134, 0.23444733023643494, -0.13509099185466766, 0.4889829158782959, -0.2551842927932739, -0.39652448892593384, 0.09966199100017548, -0.008706953376531601, 0.05480946600437164, 0.41764238476753235, 0.22684594988822937, -0.0488092303276062, -0.38022005558013916, 0.238898366689682, -0.6154822707176208, 0.14559240639209747];2
2056;[-0.15667203068733215, -0.25802209973335266, 0.012352838180959225, 0.011330775916576385, -0.002440445125102997, -0.28398483991622925, 0.28593531250953674, -0.24664244055747986, -0.012254580855369568, -0.34404537081718445, 0.4565296471118927, 0.002613171935081482, 0.3149336576461792, -0.366427481174469, 0.05938977003097534, 0.05076368898153305, -0.040995169430971146, 0.1652994453907013, 0.00757080502808094, 0.13323014974594116, 0.04671681672334671, 0.14020663499832153, -0.059657931327819824, 0.13406164944171906, 0.2559283673763275, -0.10006044059991837, 0.06783130764961243, -0.14507180452346802, 0.07625032961368561, -0.17249378561973572, 0.02460196241736412, 0.14475701749324799, 0.04816296696662903, 0.07827579975128174, -0.07079344242811203, 0.15230560302734375, -0.04500560835003853, 0.3652059733867645, -0.02634289860725403, -0.13160477578639984, -0.12942050397396088, -0.2310670167207718, -0.18548272550106049, 0.08689375966787338, -0.17089399695396423, 0.06777480989694595, -0.01875358074903488, 0.17407453060150146, 0.18619635701179504, 0.1387770175933838, -0.11829906702041626, 0.25556284189224243, -0.11928696185350418, -0.1905766874551773, -0.11535997688770294, 0.032745927572250366, 0.06338188052177429, 0.2047775685787201, 0.12527772784233093, -0.14050772786140442, -0.34059134125709534, 0.07084513455629349, -0.40505126118659973, 0.22208437323570251];2
2058;[-0.09944428503513336, -0.4102446138858795, -0.12006284296512604, 0.18631547689437866, 0.0686393454670906, -0.28256136178970337, 0.3547477424144745, -0.42826467752456665, -0.20880092680454254, -0.6555970907211304, 0.35545313358306885, -0.041238270699977875, 0.4103947877883911, -0.5007808208465576, 0.012968719005584717, 0.18505626916885376, -0.006336688995361328, 0.02547355927526951, -0.11369616538286209, 0.0989902913570404, -0.07628320902585983, 0.48973578214645386, -0.27917903661727905, -0.16993939876556396, 0.5741816163063049, -0.173024520277977, -0.1562042534351349, -0.18765632808208466, 0.03267912566661835, -0.3469572365283966, 0.21894724667072296, -0.19683904945850372, 0.10011780261993408, 0.3195050060749054, -0.22624190151691437, 0.14142349362373352, -0.4515537917613983, 0.6917856335639954, 0.045437756925821304, -0.28682976961135864, -0.2756863236427307, -0.37898388504981995, -0.233686164021492, 0.022179245948791504, -0.173822820186615, 0.4166581630706787, 0.10301356017589569, 0.4231340289115906, 0.40952324867248535, 0.27558308839797974, -0.14667043089866638, 0.4448213577270508, -0.3877553939819336, -0.4116010069847107, -0.12736859917640686, -0.06971696019172668, 0.006598081439733505, 0.42780551314353943, 0.4111378788948059, -0.09886560589075089, -0.5326390862464905, 0.19783371686935425, -0.5122171640396118, 0.19263871014118195];2
2061;[-0.011694200336933136, -0.1186029464006424, 0.08407570421695709, -0.005035169422626495, -0.023043721914291382, 0.07356278598308563, 0.13317692279815674, -0.2221774309873581, 0.04389403760433197, -0.20631957054138184, 0.26445072889328003, -0.1373337209224701, 0.07471682131290436, -0.16374345123767853, -0.09340281784534454, -0.26686784625053406, -0.11951106786727905, 0.13105231523513794, 0.00022910721600055695, 0.0405830517411232, 0.015314951539039612, 0.00019105857063550502, -0.06908665597438812, 0.165324404835701, 0.05029483884572983, -0.09895430505275726, 0.17185670137405396, -0.07590191066265106, -0.10059919953346252, -0.060111165046691895, -0.12825657427310944, 0.19297203421592712, 0.04065503552556038, -0.12148537486791611, -0.044815871864557266, 0.08017104119062424, 0.06906449049711227, 0.07182706892490387, 0.14181548357009888, -0.11301595717668533, -0.002556629478931427, -0.07828085124492645, 0.0025955960154533386, 0.031440891325473785, -0.023122623562812805, -0.13235925137996674, -0.10404010117053986, -0.06930747628211975, 0.013274123892188072, 0.19139805436134338, -0.07445506751537323, 0.06081926077604294, 0.08680727332830429, 0.03690090775489807, -0.08721498399972916, -0.02038251981139183, 0.0028737597167491913, -0.01703362539410591, 0.0140489861369133, -0.22333571314811707, -0.052779193967580795, -0.10031197220087051, -0.1503405123949051, 0.14227701723575592];2
2066;[-0.09684766083955765, -0.2739267647266388, -0.11184896528720856, 0.05381324142217636, 0.06696202605962753, 0.012078292667865753, 0.11514335870742798, -0.33344799280166626, -0.1102943867444992, -0.37145572900772095, 0.312249094247818, -0.012960277497768402, 0.15090543031692505, -0.508908748626709, 0.04559118300676346, 0.30609530210494995, 0.008242502808570862, -0.03441661596298218, 0.05906211584806442, 0.15192748606204987, 0.21770921349525452, 0.0659540593624115, 0.0004485324025154114, -0.13640260696411133, 0.11261841654777527, -0.10486432909965515, 0.02804422378540039, -0.06852199137210846, 0.0498543381690979, -0.13227877020835876, -0.049553316086530685, 0.016203194856643677, 0.04274763539433479, 0.14295439422130585, -0.11775830388069153, 0.2649618983268738, 0.005340516567230225, 0.4196855127811432, 0.013733938336372375, -0.19205833971500397, 0.02028460055589676, -0.2086087465286255, -0.11736150085926056, -0.05159291252493858, -0.16138899326324463, 0.22120332717895508, 0.032991617918014526, 0.17043927311897278, 0.07075291872024536, 0.1702229529619217, 0.005508776754140854, 0.2781015634536743, -0.14558836817741394, -0.08710581064224243, -0.11983031034469604, 0.08294983953237534, 0.16654905676841736, 0.17537876963615417, 0.108477883040905, -0.05961873382329941, -0.267715185880661, 0.11225875467061996, -0.5255565643310547, -0.04912843927741051];2
2069;[-0.09577533602714539, -0.4946180284023285, -0.04153803735971451, 0.11092465370893478, 0.08933155983686447, -0.037966422736644745, 0.23342284560203552, -0.5550709366798401, -0.15404175221920013, -0.4933774173259735, 0.2842180132865906, -0.13280431926250458, 0.4244840145111084, -0.41015487909317017, -0.14828863739967346, 0.30717167258262634, 0.0702865719795227, 0.05098547041416168, -0.08129476755857468, 0.20587816834449768, -0.173444926738739, 0.29839226603507996, -0.18701747059822083, -0.12474659830331802, 0.19615590572357178, -0.2137710154056549, -0.21357202529907227, -0.3344707190990448, 0.218043714761734, -0.31494107842445374, -0.008991148322820663, -0.22703231871128082, -0.06982879340648651, 0.23527437448501587, -0.1116742342710495, 0.25841420888900757, -0.2798909544944763, 0.536038875579834, 0.015204913914203644, -0.3583834767341614, 0.03450867533683777, -0.3101845383644104, -0.2623053193092346, -0.10397706925868988, -0.16424162685871124, 0.3368023931980133, 0.22322149574756622, 0.3539312779903412, 0.37208637595176697, 0.18971940875053406, -0.12807580828666687, 0.4265691041946411, -0.23046737909317017, -0.2521199584007263, -0.1303863376379013, 0.06766035407781601, -0.0016889534890651703, 0.38722389936447144, 0.32604077458381653, 0.04129188507795334, -0.3627433776855469, 0.1435546576976776, -0.7949303984642029, -0.04128528758883476];2
2074;[-0.09144347906112671, -0.08936932682991028, 0.003304571844637394, -0.014792941510677338, 0.06590946763753891, 0.08824807405471802, 0.141798198223114, -0.18989619612693787, 0.13188877701759338, -0.20561179518699646, 0.19009649753570557, -0.11823248863220215, -0.042007580399513245, -0.12632670998573303, -0.03832012787461281, -0.2411731779575348, -0.07911790907382965, 0.08612136542797089, 0.016400618478655815, 0.009477794170379639, 0.16182449460029602, 0.01317567564547062, -0.014104455709457397, 0.19636230170726776, -0.07437431067228317, -0.015948785468935966, 0.1906505525112152, -0.11235487461090088, -0.19324350357055664, -0.06060211360454559, -0.04970783740282059, 0.26363879442214966, 0.040954746305942535, -0.10475610196590424, 0.03379480913281441, 0.15689802169799805, 0.18101957440376282, 0.016330797225236893, 0.12925826013088226, -0.05307905748486519, 0.06017760932445526, -0.10904789716005325, 0.22405235469341278, 0.07461174577474594, 0.00917721539735794, -0.11537259817123413, -0.15051618218421936, -0.10100299119949341, 0.08075594902038574, 0.04780002683401108, -0.07624484598636627, 0.043269410729408264, 0.07647698372602463, 0.16752246022224426, -0.023803338408470154, 0.08674906194210052, 0.02236328087747097, 0.02931981161236763, 0.07412277907133102, -0.19918614625930786, 0.019914481788873672, -0.11420835554599762, -0.12016946077346802, 0.12368319928646088];0
2109;[-0.0760330930352211, -0.3223061263561249, 0.09210038185119629, 0.0537087544798851, 0.1307915449142456, -0.00820525735616684, 0.20454621315002441, -0.3652178943157196, 0.04761936515569687, -0.3694949448108673, 0.25633522868156433, -0.2193310409784317, 0.2907041311264038, -0.17108725011348724, -0.1485925316810608, -0.09348888695240021, 0.045538321137428284, 0.09077633917331696, -0.06571504473686218, -0.05685383826494217, -0.11859781295061111, 0.2132398635149002, -0.15034234523773193, 0.07038448005914688, 0.13400684297084808, -0.08567214012145996, -0.08063652366399765, -0.3101610541343689, 0.08739207684993744, -0.23042604327201843, -0.06159793213009834, 0.03571357950568199, -0.007200159132480621, 0.012472420930862427, 0.02223479375243187, 0.16303056478500366, -0.02047748863697052, 0.3037082850933075, 0.10124903917312622, -0.17685817182064056, -0.1417001336812973, -0.23856738209724426, -0.19856120645999908, 0.005979910492897034, -0.13253557682037354, 0.06870224326848984, 0.014563344419002533, 0.19393974542617798, 0.27883267402648926, 0.1360134482383728, -0.23316355049610138, 0.20714502036571503, -0.05176796764135361, -0.12645208835601807, -0.043244339525699615, -1.2133270502090454e-05, -0.03552645072340965, 0.16756132245063782, 0.2732776701450348, -0.01470264047384262, -0.3444475531578064, 0.01332942396402359, -0.4732053577899933, 0.17717820405960083];0
